Country Name;Country Code;Indicator Name;Indicator Code;Attribute;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;Common Reference Period;
Lithuania;946;Furnishings, household equipment and routine household maintenance;PCPIHO_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.976649170966;69.0030070014814;85.7062656174824;99.2369010978353;103.518725880617;104.963233519634;104.953727110999;102.773526389504;100.39878208216;98.2555453658152;95.3907545402422;92.3507063960841;90.4140933212324;90.9193404421007;92.8282868116185;97.4368441246888;99.3834702949303;96.5117708356708;96.3350738832906;97.790897526495;98.8627652067213;98.6914085718822;99.9999391797708;100.946711530123;102.2104;102.755408333333;2015A;
Lithuania;946;Furnishings, household equipment and routine household maintenance;PCPIHO_IX;Reference Period;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;;
Lithuania;946;Health, Percentage change, Previous year;PCPIM_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167.296531766961;19.9074424213171;11.5705844166889;7.93988431155274;2.029128531776;-2.21199801937312;-3.3409557266154;-1.65543486419018;1.05341060102417;4.19219078901218;8.41038332169709;7.99475278056968;6.64723929429763;7.09510555025246;11.1399550572097;17.5954628374139;1.15921728723495;0.823658401971535;2.07381072463322;1.79522735084815;1.3199987813658;2.9518125921205;2.93844194836753;1.08808266033086;1.66505499504085;;
Lithuania;946;Restaurants and hotels, Percentage change, Previous year;PCPIRE_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.477779355388;37.4334349647477;11.6677110645713;11.8075749725879;5.5775855901469;2.42486114041372;-0.0355605338889413;1.74610241360552;1.39669416732111;0.343787091088968;1.68566649897047;3.37574163956751;4.20625943632956;9.1750624740101;16.0891609239927;7.05365838020714;-0.733833469410676;2.12970017747499;3.67739123857467;2.48240865438799;2.91352053258303;4.73345462723915;5.67639334023541;7.61950969713948;6.38410869710969;;
Lithuania;946;Housing, Water, Electricity, Gas and Other Fuels, Percentage change, Previous period;PCPIH_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125.356456360769;61.8142987160751;26.5166840848603;17.1962855905438;15.9901828253056;6.09480025957799;12.3176544420068;2.22167014613137;2.73472886109129;0.308824826995083;0.650758331594514;4.96286136205394;6.84452686533433;11.487768745589;19.2634216518295;11.5507663927256;4.73159909442076;8.25861666666666;6.17215688912831;0.543455052581191;-0.8614404327025;-4.7741853644174;-2.02907366828434;1.1062551458088;4.08208660397183;;
France;132;Miscellaneous goods and services;PCPIO_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.7508333333333;62.6666666666667;64.4725;66.0125;67.1116666666667;67.7966666666667;69.0408333333333;69.8983333333333;70.5325;70.655;71.7383333333333;73.4366666666667;75.3958333333333;77.2933333333333;79.3408333333333;80.8891666666667;83.3341666666667;85.1491666666667;86.9133333333333;89.25;91.5375;93.8666666666667;96.3041666666667;97.8216666666667;98.8116666666667;100;101.045833333333;102.15;103.305833333333;2015A;
France;132;Miscellaneous goods and services;PCPIO_IX;Reference Period;;;;;;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;;
Lithuania;946;Recreation and culture, Percentage change, Previous year;PCPIR_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126.205917898387;43.3127798903448;16.7048360013323;4.98368220867449;2.74395802001231;1.75319382400433;-1.62325835446273;-1.42618137262937;-0.693228007764148;-2.61531829861494;-2.68685401878732;-0.600207881330084;1.29016893044175;0.0912618231841627;1.45207896128199;1.37676594383546;-2.11296523672186;-1.4956751246396;0.789973840401922;1.08537114262446;0.430533162802885;2.9419952299522;5.49190327151634;3.00110397421626;2.66460811692471;;
Lithuania;946;Education, Percentage change, Previous period;PCPIED_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.5611889515569;31.9651463082335;30.3911069254619;17.4408726979498;11.0822254452233;5.20242379417091;10.5047522496227;5.87686739264783;-0.742061715706706;-3.35616808045828;0.741517822287553;-0.533324732044068;-0.732406184067744;4.91298601998338;8.84766492669173;10.688745813352;7.68286818368509;0.518575043214591;3.11386917906046;3.6422993399974;1.09423325205865;2.27057294522237;3.62427189827466;2.42749407488396;3.00302910321163;;
Lithuania;946;Communication;PCPIEC_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0536413910486;26.5415587222895;42.7588184280036;56.9292293624447;73.6528866264815;96.8055192355556;111.946286511001;130.607475506381;147.143016241862;159.120264461982;158.292267897661;141.399129582195;137.538894243376;135.477403311504;128.685956191308;124.977339642493;123.692832613816;117.450486091178;113.861316686718;111.640210544247;106.477556977624;99.7431614310466;99.999966918885;96.1808001000366;95.6372666666667;94.5697666666667;2015A;
Lithuania;946;Communication;PCPIEC_IX;Reference Period;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;;
Lithuania;946;Recreation and culture;PCPIR_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0673694804775;56.7038732262944;81.2638970260994;94.8388977526009;99.5653670268002;102.297398900487;104.090870580127;102.401206827202;100.940779890085;100.241030132631;97.6194081288526;94.9965171384262;94.4263405555723;95.6445998635734;95.7318868691861;97.1219894576518;98.4591319324802;96.3787247023688;94.9372120915506;95.6871912318807;96.7257523926994;97.1421888337206;100.00010739548;105.492016565052;108.657941666667;111.55325;2015A;
Lithuania;946;Recreation and culture;PCPIR_IX;Reference Period;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;;
Lithuania;946;Furnishings, household equipment and routine household maintenance, Percentage change, Previous period;PCPIHO_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64.3842668823806;24.206566266949;15.7872185689921;4.31475059722004;1.39540708864872;-0.00905689384400131;-2.07729709225918;-2.31065760879347;-2.13472382024595;-2.91565307068118;-3.1869421295705;-2.09702031573613;0.558814563425729;2.09960428687159;4.9646045094237;1.99783376373564;-2.88951417246498;-0.183083318076403;1.51120831128256;1.09608123796574;-0.173327778644173;1.32588097264359;0.946772926182138;1.2518371829274;0.533221994369779;;
Lithuania;946;Education, Percentage change, Previous year;PCPIED_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.5611889515569;31.9651463082335;30.3911069254619;17.4408726979498;11.0822254452233;5.20242379417091;10.5047522496227;5.87686739264783;-0.742061715706706;-3.35616808045828;0.741517822287553;-0.533324732044068;-0.732406184067744;4.91298601998338;8.84766492669173;10.688745813352;7.68286818368509;0.518575043214591;3.11386917906046;3.6422993399974;1.09423325205865;2.27057294522237;3.62427189827466;2.42749407488396;3.00302910321163;;
Brazil;223;Consumer Price Index, All items, Percentage change, Previous period;PCPI_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101.725072957927;100.54335919485;135.027515587167;192.122003282843;225.989958958808;147.142682584513;228.33625786393;629.113193358666;1430.72506961027;2947.73306959317;432.786663523354;951.962053052818;1927.38079016026;2075.88839757325;66.0070335542482;15.7576656002606;6.92671251629152;3.19507629280057;4.85844749902667;7.04414105947266;6.84035902487523;8.45016437708332;14.7149197228147;6.59718509985962;6.86953720898966;4.18356812896902;3.64127299102653;5.6785939028417;4.88803479876805;5.03872690108065;6.63636935253204;5.40355339056006;6.20433594839826;6.32915222712775;9.02980718577491;8.73912829959878;3.44636783234739;3.66485028376724;;
Brazil;223;Consumer Price Index, All items, Percentage change, Previous year;PCPI_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101.725072957927;100.54335919485;135.027515587167;192.122003282843;225.989958958808;147.142682584513;228.33625786393;629.113193358666;1430.72506961027;2947.73306959317;432.786663523354;951.962053052818;1927.38079016026;2075.88839757325;66.0070335542482;15.7576656002606;6.92671251629152;3.19507629280057;4.85844749902667;7.04414105947266;6.84035902487523;8.45016437708332;14.7149197228147;6.59718509985962;6.86953720898966;4.18356812896902;3.64127299102653;5.6785939028417;4.88803479876805;5.03872690108065;6.63636935253204;5.40355339056006;6.20433594839826;6.32915222712775;9.02980718577491;8.73912829959878;3.44636783234739;3.66485028376724;;
Lithuania;946;Transport, Percentage change, Previous year;PCPIT_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.4221978341653;36.4824824220007;18.5685696957028;12.2997033628455;4.30435234504321;8.11473162846226;9.3104870286485;-3.36687654137119;-1.1793637197905;1.97106136491798;4.83594443229432;7.75928360008554;6.42426113481387;2.91948524535909;11.8378575715834;-1.34364397059381;5.85259902091639;8.0725;4.13186364092006;-0.774035475009191;-2.01668370768728;-7.14674416172758;-3.8406894153771;5.10235513229576;5.20132253979821;;
Lithuania;946;Miscellaneous goods and services, Percentage change, Previous period;PCPIO_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.8780243448614;26.4025413996835;22.9615407637017;3.03477229453445;3.46652471511413;3.84825149929914;0.326810731162102;-0.525219677922821;-0.693351396097409;-1.64409971776306;3.8816650605496;-0.0487254321896195;3.78400905120932;5.55045481667269;9.66635919105355;10.0252593962681;0.358371410975254;0.817500068125021;3.51809817393624;1.84434787038549;0.888315470771855;1.51736807686972;2.94906478168542;5.0925165701125;2.73611636187975;;
Lithuania;946;Miscellaneous goods and services;PCPIO_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.8117799181621;39.4605391871298;49.8791243825501;61.3321398602268;63.1934306483501;65.3840465401037;67.9001890913857;68.1220941958157;67.7643035520861;67.2944588073521;66.1880708000302;68.7572700185268;68.7237677415485;71.3242813332208;75.2831033419377;82.5602385211415;90.8371165910636;91.1626508474802;91.9079055802629;95.1413159281852;96.8960527623634;97.7567953896188;99.2401257958317;102.166781394977;107.369641666667;110.3074;2015A;
Lithuania;946;Miscellaneous goods and services;PCPIO_IX;Reference Period;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;;
Lithuania;946;Health;PCPIM_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.4291420665257;35.8956309898812;43.0415330609602;48.0216899780157;51.8345566067226;52.8863463841492;51.7165014496131;49.9886760328271;49.1611460616326;49.6790147858308;51.7616538677544;56.1150073716826;60.601263483847;64.6295744829862;69.2151110092331;76.9256432684595;90.4610662422028;91.5097065602995;92.2634339470029;94.1768029351107;95.8674906595562;97.1329403679883;100.000122732867;102.938568287669;104.058625;105.791258333333;2015A;
Lithuania;946;Health;PCPIM_IX;Reference Period;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;;
Lithuania;946;Transport;PCPIT_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.342812476195;31.223593022015;42.6147348577887;50.5276816004962;56.7424365534803;59.1848309519047;63.9875211484108;69.9450710048873;67.5901068173783;66.7929736194065;68.1095041168985;71.4032418891029;76.9436219269335;81.8866811261036;84.2773506994944;94.2539834404045;92.987545474863;98.429733650899;106.375473899868;110.770763428793;109.913358423915;107.696753632008;99.9999421794428;96.1592549847737;101.065641666667;106.322391666667;2015A;
Lithuania;946;Transport;PCPIT_IX;Reference Period;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;2015A;;
France;132;Furnishings, household equipment and routine household maintenance, Percentage change, Previous period;PCPIHO_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.15541303060437;2.4793925542401;1.51146813233273;0.674718867138682;1.24110541121961;2.09014383785549;0.688454379890733;0.625111804575548;0.434563609248313;0.465134574347758;1.88422536314162;1.38823506806675;1.16171091780847;1.26358186586738;1.0063916972685;0.972554191049195;1.08562566321118;1.67240884295146;1.49664666431346;0.273005494887672;1.14887713517732;1.84818481848185;1.11437493161407;-0.0898988637782529;-0.0224949386388142;-0.142499999999984;-0.221982992430878;0.248404606776332;;
France;132;Furnishings, household equipment and routine household maintenance, Percentage change, Previous year;PCPIHO_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.15541303060437;2.4793925542401;1.51146813233273;0.674718867138682;1.24110541121961;2.09014383785549;0.688454379890733;0.625111804575548;0.434563609248313;0.465134574347758;1.88422536314162;1.38823506806675;1.16171091780847;1.26358186586738;1.0063916972685;0.972554191049195;1.08562566321118;1.67240884295146;1.49664666431346;0.273005494887672;1.14887713517732;1.84818481848185;1.11437493161407;-0.0898988637782529;-0.0224949386388142;-0.142499999999984;-0.221982992430878;0.248404606776332;;
Lithuania;946;Housing, Water, Electricity, Gas and Other Fuels, Percentage change, Previous year;PCPIH_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125.356456360769;61.8142987160751;26.5166840848603;17.1962855905438;15.9901828253056;6.09480025957799;12.3176544420068;2.22167014613137;2.73472886109129;0.308824826995083;0.650758331594514;4.96286136205394;6.84452686533433;11.487768745589;19.2634216518295;11.5507663927256;4.73159909442076;8.25861666666666;6.17215688912831;0.543455052581191;-0.8614404327025;-4.7741853644174;-2.02907366828434;1.1062551458088;4.08208660397183;;
Lithuania;946;Clothing and footwear, Percentage change, Previous year;PCPIA_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.1657805148606;32.1495336740836;20.0271404179612;7.74745399392245;3.88898009215178;2.27562599745091;-0.791508675332595;-4.20752009276663;-3.57565496405978;-2.71536654048825;-0.930772779172834;-1.76017618404861;-2.35128706733718;-4.9626707486229;-3.97671840347101;-8.28382944994322;-5.78095938083004;-1.16154186025699;0.857350290410782;1.06329886393087;-0.176202562638075;0.610066478055165;1.32696778414632;0.694026012667657;0.113348311405839;;
Brazil;223;Clothing and footwear;PCPIA_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1128.7275;1245.27416666667;1356.81916666667;1477.7125;1565.98333333333;1632.26;1725.4275;1849.06916666667;1965.3775;2131.32166666667;2259.7825;2394.78416666667;2504.81916666667;2594.4125;2728.50916666667;2796.62166666667;2841.60416666667;1993M12;
Brazil;223;Clothing and footwear;PCPIA_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;;
Brazil;223;Housing, Water, Electricity, Gas and Other Fuels;PCPIH_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3062.0175;3472.81833333333;3772.15916666667;4018.80416666667;4205.00083333333;4292.73916666667;4434.49083333333;4695.07833333333;4922.85166666667;5232.28916666667;5585.52916666667;5773.21;6223.24583333333;7266.19583333333;7791.07666666667;8120.9475;8594.09916666667;1993M12;
Brazil;223;Housing, Water, Electricity, Gas and Other Fuels;PCPIH_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;;
Bulgaria;918;Education, Percentage change, Previous period;PCPIED_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.2414480818819;872.413753099602;143.65945828203;21.0290024882778;20.6109359103525;26.4606833182783;6.42888492868217;5.65316510451543;4.84060684290962;6.23183258109707;7.31256053792017;7.43906745353341;13.6387813339016;15.0252158946923;5.67965373851719;2.64462572027103;6.25083688611232;3.00596363021707;1.69154247035135;2.67986298058285;2.68232658701259;4.45320169254493;3.04409414486074;;
Bulgaria;918;Education, Percentage change, Previous year;PCPIED_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.2414480818819;872.413753099602;143.65945828203;21.0290024882778;20.6109359103525;26.4606833182783;6.42888492868217;5.65316510451543;4.84060684290962;6.23183258109707;7.31256053792017;7.43906745353341;13.6387813339016;15.0252158946923;5.67965373851719;2.64462572027103;6.25083688611232;3.00596363021707;1.69154247035135;2.67986298058285;2.68232658701259;4.45320169254493;3.04409414486074;;
France;132;Restaurants and hotels, Percentage change, Previous period;PCPIRE_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.17351933813984;4.45508483397523;3.65435262296249;2.47486678020106;2.51695392285629;2.31396747372276;1.72114180572945;1.72844778856663;1.65586219670308;1.89490561912399;2.54631285315786;3.94317732673035;2.65506520231732;2.94156098836451;2.52095504191006;2.37844533911428;2.86264545142879;3.05941399625539;1.6008141990222;0.69183744160573;1.90877310424336;2.81090056473466;2.23888543792705;2.69327246057303;1.42330707596605;1.69666666666667;1.64869382805075;2.15078034309301;;
France;132;Restaurants and hotels, Percentage change, Previous year;PCPIRE_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.17351933813984;4.45508483397523;3.65435262296249;2.47486678020106;2.51695392285629;2.31396747372276;1.72114180572945;1.72844778856663;1.65586219670308;1.89490561912399;2.54631285315786;3.94317732673035;2.65506520231732;2.94156098836451;2.52095504191006;2.37844533911428;2.86264545142879;3.05941399625539;1.6008141990222;0.69183744160573;1.90877310424336;2.81090056473466;2.23888543792705;2.69327246057303;1.42330707596605;1.69666666666667;1.64869382805075;2.15078034309301;;
Liberia;668;Consumer Price Index, All items;PCPI_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.5268307764297;29.5487399311474;34.716651626057;37.2952805909288;40.0140796818075;43.410541796183;46.3762575620843;49.8903288879976;54.8100705237475;59.0571367462713;64.2743910717118;72.2570341641881;89.2833311724222;2018M12;
Liberia;668;Consumer Price Index, All items;PCPI_IX;Reference Period;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;;
Liberia;668;Food and non-alcoholic beverages;PCPIF_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.1114594846578;28.6113053481605;35.7634267926827;36.6895615756509;39.3322506184257;43.7992014977556;48.2883329949849;53.2505883502883;58.0690456319221;63.9198284828537;68.9629015971498;73.3510899558333;88.7787912077517;2018M12;
Liberia;668;Food and non-alcoholic beverages;PCPIF_IX;Reference Period;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;;
Liberia;668;Alcoholic Beverages, Tobacco, and Narcotics;PCPIFBT_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.528188182174;29.7628150858891;30.8868376255109;34.8294508015403;38.4889532184504;42.4329318804563;43.9980063904744;46.7030341098397;51.526158159689;54.0297077456731;60.5182746729027;75.7315549239024;88.7998797607454;2018M12;
Liberia;668;Alcoholic Beverages, Tobacco, and Narcotics;PCPIFBT_IX;Reference Period;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;2018M12;;
Lithuania;946;Consumer Price Index, All items, Percentage change, Previous period;PCPI_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.254680565106;39.6475940786043;24.6251814829932;8.88104152395966;5.06757306710432;0.727521658696078;0.981661536457059;1.36711041222864;0.281472958210647;-1.13431153853021;1.1641315229351;2.65847109572965;3.73913861823554;5.73716210778581;10.9258764682807;4.45306006826803;1.3191844445981;4.13030068838345;3.08998326935632;1.04746662079299;0.103789914462829;-0.884108434651279;0.905521553717289;3.72297171197817;2.69792779208396;;
Bulgaria;918;Restaurants and hotels, Percentage change, Previous period;PCPIRE_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.2738510078709;1022.72154554417;50.6222670465462;11.1926384201744;11.8380390932201;8.39121265280338;4.27737405578212;3.43302849891266;4.15076967713154;4.71063627503203;7.39093722345553;12.3463456166576;18.3280238718672;8.23230960649406;1.81995982115499;2.70902736737177;2.98487381439052;3.58584469910362;1.2339939746949;1.14980886907223;1.40503390537911;2.47986334453202;4.53855253830865;;
Brazil;223;Alcoholic Beverages, Tobacco, and Narcotics;PCPIFBT_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1838.64916666667;2123.79666666667;2365.33666666667;2471.01583333333;2538.8675;2782.9275;2985.38166666667;3520.44333333333;3802.47083333333;4096.9375;4651.85;5447.02083333333;5990.07083333333;6483.59416666667;7219.80416666667;7619.72583333333;7800.87666666667;1993M12;
Brazil;223;Alcoholic Beverages, Tobacco, and Narcotics;PCPIFBT_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;1993M12;;
